Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
EC1,22/03/2015,Emelec,Aucas,2,0,H
EC1,25/03/2015,Aucas,Deportivo Cuenca,2,0,H
EC1,25/03/2015,Guayaquil City FC,Liga de Quito,1,1,D
EC1,26/03/2015,Barcelona SC,Mushuc Runa,6,0,H
EC1,26/03/2015,El Nacional,Deportivo Quito,2,3,A
EC1,26/03/2015,Liga de Loja,Universidad Católica (Quito),1,0,H
EC1,29/03/2015,Deportivo Quito,Aucas,3,2,H
EC1,29/03/2015,Liga de Quito,Liga de Loja,2,1,H
EC1,29/03/2015,Mushuc Runa,El Nacional,0,3,A
EC1,29/03/2015,Universidad Católica (Quito),Barcelona SC,1,2,A
EC1,29/03/2015,Deportivo Cuenca,Independiente del Valle,1,0,H
EC1,29/03/2015,Guayaquil City FC,Emelec,1,2,A
EC1,02/04/2015,Barcelona SC,Aucas,2,0,H
EC1,03/04/2015,Emelec,Deportivo Cuenca,3,1,H
EC1,04/04/2015,Independiente del Valle,Liga de Quito,0,0,D
EC1,05/04/2015,Liga de Loja,Guayaquil City FC,0,0,D
EC1,05/04/2015,El Nacional,Universidad Católica (Quito),0,0,D
EC1,05/04/2015,Aucas,Mushuc Runa,2,2,D
EC1,05/04/2015,Barcelona SC,Deportivo Quito,1,2,A
EC1,09/04/2015,Independiente del Valle,Emelec,3,1,H
EC1,11/04/2015,Universidad Católica (Quito),El Nacional,0,4,A
EC1,11/04/2015,Mushuc Runa,Aucas,2,2,D
EC1,11/04/2015,Guayaquil City FC,Liga de Loja,1,0,H
EC1,12/04/2015,Liga de Quito,Independiente del Valle,2,0,H
EC1,14/04/2015,Deportivo Quito,Barcelona SC,1,0,H
EC1,18/04/2015,Barcelona SC,Universidad Católica (Quito),2,0,H
EC1,18/04/2015,Liga de Loja,Liga de Quito,0,0,D
EC1,18/04/2015,Aucas,Deportivo Quito,2,3,A
EC1,18/04/2015,El Nacional,Mushuc Runa,1,2,A
EC1,18/04/2015,Independiente del Valle,Deportivo Cuenca,2,2,D
EC1,19/04/2015,Emelec,Guayaquil City FC,0,0,D
EC1,22/04/2015,Universidad Católica (Quito),Liga de Loja,1,3,A
EC1,23/04/2015,Deportivo Quito,El Nacional,0,1,A
EC1,23/04/2015,Deportivo Cuenca,Aucas,0,2,A
EC1,23/04/2015,Liga de Quito,Guayaquil City FC,2,0,H
EC1,25/04/2015,Independiente del Valle,Mushuc Runa,1,0,H
EC1,26/04/2015,El Nacional,Deportivo Cuenca,1,1,D
EC1,26/04/2015,Liga de Loja,Deportivo Quito,1,1,D
EC1,26/04/2015,Aucas,Emelec,0,0,D
EC1,26/04/2015,Guayaquil City FC,Universidad Católica (Quito),1,0,H
EC1,26/04/2015,Barcelona SC,Liga de Quito,0,1,A
EC1,30/04/2015,Liga de Quito,Barcelona SC,2,0,H
EC1,30/04/2015,Deportivo Cuenca,Emelec,0,4,A
EC1,02/05/2015,Mushuc Runa,Liga de Loja,3,1,H
EC1,02/05/2015,Independiente del Valle,Aucas,1,1,D
EC1,03/05/2015,Deportivo Quito,Guayaquil City FC,1,1,D
EC1,03/05/2015,Deportivo Cuenca,Barcelona SC,3,2,H
EC1,03/05/2015,Universidad Católica (Quito),Liga de Quito,1,1,D
EC1,03/05/2015,Emelec,El Nacional,2,0,H
EC1,09/05/2015,Liga de Loja,Independiente del Valle,0,2,A
EC1,09/05/2015,Universidad Católica (Quito),Mushuc Runa,0,1,A
EC1,09/05/2015,Guayaquil City FC,Deportivo Cuenca,2,3,A
EC1,09/05/2015,Liga de Quito,Deportivo Quito,3,1,H
EC1,10/05/2015,El Nacional,Aucas,1,1,D
EC1,10/05/2015,Barcelona SC,Emelec,2,0,H
EC1,13/05/2015,Mushuc Runa,Barcelona SC,1,1,D
EC1,16/05/2015,Deportivo Cuenca,Liga de Loja,1,0,H
EC1,16/05/2015,Deportivo Quito,Universidad Católica (Quito),0,3,A
EC1,16/05/2015,Independiente del Valle,El Nacional,1,0,H
EC1,17/05/2015,Aucas,Barcelona SC,0,2,A
EC1,17/05/2015,Mushuc Runa,Guayaquil City FC,1,0,H
EC1,23/05/2015,Liga de Loja,Aucas,2,5,A
EC1,23/05/2015,Deportivo Quito,Mushuc Runa,1,1,D
EC1,23/05/2015,Guayaquil City FC,Independiente del Valle,1,2,A
EC1,24/05/2015,Liga de Quito,Deportivo Cuenca,0,0,D
EC1,24/05/2015,Barcelona SC,El Nacional,0,2,A
EC1,27/06/2015,Deportivo Cuenca,Deportivo Quito,3,3,D
EC1,27/06/2015,Emelec,Liga de Loja,4,0,H
EC1,28/06/2015,Independiente del Valle,Barcelona SC,2,3,A
EC1,28/06/2015,Mushuc Runa,Liga de Quito,0,1,A
EC1,28/06/2015,Aucas,Universidad Católica (Quito),3,1,H
EC1,28/06/2015,El Nacional,Guayaquil City FC,2,1,H
EC1,01/07/2015,Emelec,Independiente del Valle,3,3,D
EC1,04/07/2015,Guayaquil City FC,Barcelona SC,2,1,H
EC1,04/07/2015,Universidad Católica (Quito),Deportivo Cuenca,1,1,D
EC1,04/07/2015,Liga de Loja,El Nacional,0,3,A
EC1,04/07/2015,Liga de Quito,Aucas,1,0,H
EC1,05/07/2015,Deportivo Quito,Independiente del Valle,3,2,H
EC1,05/07/2015,Mushuc Runa,Emelec,1,3,A
EC1,07/07/2015,Emelec,Liga de Quito,1,0,H
EC1,10/07/2015,Universidad Católica (Quito),Emelec,0,1,A
EC1,11/07/2015,Deportivo Cuenca,Mushuc Runa,0,0,D
EC1,12/07/2015,Aucas,Guayaquil City FC,3,1,H
EC1,12/07/2015,El Nacional,Liga de Quito,0,1,A
EC1,12/07/2015,Emelec,Deportivo Quito,2,0,H
EC1,12/07/2015,Independiente del Valle,Universidad Católica (Quito),1,1,D
EC1,12/07/2015,Barcelona SC,Liga de Loja,2,0,H
EC1,18/07/2015,Liga de Loja,Guayaquil City FC,0,0,D
EC1,18/07/2015,Mushuc Runa,Deportivo Cuenca,2,1,H
EC1,18/07/2015,El Nacional,Aucas,1,0,H
EC1,18/07/2015,Independiente del Valle,Liga de Quito,1,3,A
EC1,19/07/2015,Universidad Católica (Quito),Barcelona SC,0,2,A
EC1,19/07/2015,Emelec,Deportivo Quito,0,0,D
EC1,25/07/2015,Deportivo Quito,El Nacional,1,0,H
EC1,25/07/2015,Deportivo Cuenca,Independiente del Valle,0,2,A
EC1,25/07/2015,Aucas,Liga de Loja,1,0,H
EC1,25/07/2015,Barcelona SC,Mushuc Runa,0,0,D
EC1,25/07/2015,Guayaquil City FC,Emelec,0,4,A
EC1,25/07/2015,Liga de Quito,Universidad Católica (Quito),1,1,D
EC1,29/07/2015,Universidad Católica (Quito),Deportivo Cuenca,1,3,A
EC1,29/07/2015,Emelec,Aucas,3,0,H
EC1,29/07/2015,Independiente del Valle,Deportivo Quito,3,0,H
EC1,30/07/2015,Guayaquil City FC,Liga de Quito,1,0,H
EC1,30/07/2015,Liga de Loja,Barcelona SC,1,2,A
EC1,30/07/2015,El Nacional,Mushuc Runa,1,0,H
EC1,02/08/2015,Deportivo Cuenca,El Nacional,0,0,D
EC1,02/08/2015,Liga de Quito,Emelec,2,1,H
EC1,02/08/2015,Aucas,Guayaquil City FC,4,0,H
EC1,02/08/2015,Deportivo Quito,Liga de Loja,1,1,D
EC1,02/08/2015,Mushuc Runa,Universidad Católica (Quito),1,3,A
EC1,02/08/2015,Barcelona SC,Independiente del Valle,2,1,H
EC1,08/08/2015,Independiente del Valle,Universidad Católica (Quito),0,1,A
EC1,08/08/2015,Liga de Loja,Deportivo Cuenca,0,1,A
EC1,08/08/2015,Guayaquil City FC,Deportivo Quito,3,1,H
EC1,08/08/2015,Emelec,Mushuc Runa,1,0,H
EC1,09/08/2015,Aucas,Liga de Quito,3,2,H
EC1,09/08/2015,El Nacional,Barcelona SC,1,0,H
EC1,15/08/2015,Mushuc Runa,Independiente del Valle,2,4,A
EC1,16/08/2015,Deportivo Quito,Aucas,0,1,A
EC1,16/08/2015,Barcelona SC,Guayaquil City FC,0,1,A
EC1,16/08/2015,Deportivo Cuenca,Emelec,0,1,A
EC1,22/08/2015,El Nacional,Independiente del Valle,0,1,A
EC1,22/08/2015,Guayaquil City FC,Deportivo Cuenca,1,1,D
EC1,23/08/2015,Aucas,Barcelona SC,3,1,H
EC1,23/08/2015,Deportivo Quito,Liga de Quito,1,4,A
EC1,23/08/2015,Emelec,Universidad Católica (Quito),2,2,D
EC1,25/08/2015,Liga de Loja,Mushuc Runa,2,1,H
EC1,27/08/2015,Universidad Católica (Quito),El Nacional,3,1,H
EC1,29/08/2015,Deportivo Cuenca,Aucas,1,1,D
EC1,29/08/2015,Universidad Católica (Quito),Liga de Loja,3,0,H
EC1,30/08/2015,Mushuc Runa,Liga de Quito,1,3,A
EC1,30/08/2015,El Nacional,Guayaquil City FC,2,0,H
EC1,30/08/2015,Barcelona SC,Deportivo Quito,3,0,H
EC1,30/08/2015,Independiente del Valle,Emelec,1,0,H
EC1,05/09/2015,Deportivo Quito,Deportivo Cuenca,0,3,A
EC1,05/09/2015,Liga de Loja,Independiente del Valle,3,2,H
EC1,05/09/2015,Guayaquil City FC,Mushuc Runa,2,2,D
EC1,06/09/2015,Liga de Quito,Barcelona SC,2,0,H
EC1,06/09/2015,Aucas,Universidad Católica (Quito),2,1,H
EC1,12/09/2015,Deportivo Cuenca,Liga de Quito,0,1,A
EC1,12/09/2015,Independiente del Valle,Guayaquil City FC,1,1,D
EC1,13/09/2015,El Nacional,Liga de Loja,1,3,A
EC1,13/09/2015,Mushuc Runa,Aucas,3,1,H
EC1,13/09/2015,Universidad Católica (Quito),Deportivo Quito,2,1,H
EC1,13/09/2015,Emelec,Barcelona SC,0,0,D
EC1,19/09/2015,Guayaquil City FC,Universidad Católica (Quito),1,3,A
EC1,20/09/2015,Liga de Quito,El Nacional,1,1,D
EC1,20/09/2015,Aucas,Independiente del Valle,1,1,D
EC1,20/09/2015,Deportivo Quito,Mushuc Runa,1,2,A
EC1,20/09/2015,Barcelona SC,Deportivo Cuenca,1,1,D
EC1,26/09/2015,Universidad Católica (Quito),Guayaquil City FC,1,0,H
EC1,26/09/2015,Mushuc Runa,Deportivo Quito,1,1,D
EC1,26/09/2015,Emelec,Liga de Loja,1,1,D
EC1,26/09/2015,Independiente del Valle,Aucas,1,1,D
EC1,27/09/2015,Deportivo Cuenca,Barcelona SC,3,0,H
EC1,27/09/2015,El Nacional,Liga de Quito,1,5,A
EC1,02/10/2015,Aucas,Mushuc Runa,0,0,D
EC1,02/10/2015,Guayaquil City FC,Independiente del Valle,1,3,A
EC1,03/10/2015,Liga de Loja,El Nacional,1,0,H
EC1,03/10/2015,Barcelona SC,Emelec,0,1,A
EC1,04/10/2015,Deportivo Quito,Universidad Católica (Quito),4,1,H
EC1,04/10/2015,Liga de Quito,Deportivo Cuenca,3,2,H
EC1,09/10/2015,Liga de Quito,Liga de Loja,1,2,A
EC1,17/10/2015,Deportivo Cuenca,Deportivo Quito,1,0,H
EC1,17/10/2015,Universidad Católica (Quito),Aucas,3,0,H
EC1,17/10/2015,Independiente del Valle,Liga de Loja,2,1,H
EC1,18/10/2015,El Nacional,Emelec,1,1,D
EC1,18/10/2015,Mushuc Runa,Guayaquil City FC,1,1,D
EC1,18/10/2015,Barcelona SC,Liga de Quito,1,0,H
EC1,24/10/2015,Liga de Loja,Universidad Católica (Quito),1,2,A
EC1,24/10/2015,Emelec,Independiente del Valle,3,2,H
EC1,25/10/2015,Guayaquil City FC,El Nacional,5,0,H
EC1,25/10/2015,Liga de Quito,Mushuc Runa,1,1,D
EC1,25/10/2015,Aucas,Deportivo Cuenca,0,0,D
EC1,25/10/2015,Deportivo Quito,Barcelona SC,0,1,A
EC1,28/10/2015,Emelec,El Nacional,2,1,H
EC1,31/10/2015,Barcelona SC,Aucas,0,0,D
EC1,31/10/2015,Liga de Quito,Deportivo Quito,2,0,H
EC1,31/10/2015,Mushuc Runa,Liga de Loja,2,1,H
EC1,01/11/2015,Independiente del Valle,El Nacional,2,1,H
EC1,01/11/2015,Universidad Católica (Quito),Emelec,0,3,A
EC1,02/11/2015,Deportivo Cuenca,Guayaquil City FC,1,1,D
EC1,06/11/2015,Emelec,Deportivo Cuenca,6,0,H
EC1,07/11/2015,El Nacional,Universidad Católica (Quito),0,2,A
EC1,07/11/2015,Guayaquil City FC,Barcelona SC,1,1,D
EC1,07/11/2015,Independiente del Valle,Mushuc Runa,4,1,H
EC1,07/11/2015,Liga de Loja,Liga de Quito,2,3,A
EC1,08/11/2015,Aucas,Deportivo Quito,2,2,D
EC1,21/11/2015,Deportivo Cuenca,Liga de Loja,1,2,A
EC1,22/11/2015,Universidad Católica (Quito),Independiente del Valle,2,1,H
EC1,22/11/2015,Deportivo Quito,Guayaquil City FC,0,0,D
EC1,22/11/2015,Liga de Quito,Aucas,0,2,A
EC1,22/11/2015,Mushuc Runa,Emelec,2,2,D
EC1,22/11/2015,Barcelona SC,El Nacional,3,0,H
EC1,26/11/2015,Liga de Loja,Emelec,2,4,A
EC1,28/11/2015,Universidad Católica (Quito),Mushuc Runa,1,1,D
EC1,28/11/2015,Independiente del Valle,Barcelona SC,3,3,D
EC1,29/11/2015,Guayaquil City FC,Aucas,1,0,H
EC1,29/11/2015,El Nacional,Deportivo Cuenca,2,0,H
EC1,29/11/2015,Liga de Loja,Deportivo Quito,1,0,H
EC1,29/11/2015,Emelec,Liga de Quito,0,2,A
EC1,02/12/2015,Aucas,Emelec,3,3,D
EC1,02/12/2015,Mushuc Runa,El Nacional,1,2,A
EC1,03/12/2015,Deportivo Quito,Independiente del Valle,0,5,A
EC1,03/12/2015,Liga de Quito,Guayaquil City FC,1,0,H
EC1,03/12/2015,Barcelona SC,Liga de Loja,2,1,H
EC1,03/12/2015,Deportivo Cuenca,Universidad Católica (Quito),1,0,H
EC1,06/12/2015,El Nacional,Deportivo Quito,1,2,A
EC1,06/12/2015,Emelec,Guayaquil City FC,3,1,H
EC1,06/12/2015,Independiente del Valle,Deportivo Cuenca,2,0,H
EC1,06/12/2015,Liga de Loja,Aucas,2,1,H
EC1,06/12/2015,Mushuc Runa,Barcelona SC,1,0,H
EC1,06/12/2015,Universidad Católica (Quito),Liga de Quito,2,1,H
EC1,12/12/2015,Aucas,El Nacional,1,0,H
EC1,12/12/2015,Deportivo Cuenca,Mushuc Runa,1,1,D
EC1,12/12/2015,Guayaquil City FC,Liga de Loja,2,1,H
EC1,13/12/2015,Barcelona SC,Universidad Católica (Quito),1,1,D
EC1,13/12/2015,Deportivo Quito,Emelec,0,1,A
EC1,13/12/2015,Liga de Quito,Independiente del Valle,4,3,H
EC1,17/12/2015,Emelec,Liga de Quito,3,1,H
EC1,20/12/2015,Liga de Quito,Emelec,0,0,D
