Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
EC1,22/10/2017,Independiente del Valle,Fuerza Amarilla,6,0,H
EC1,22/10/2017,Liga de Quito,Delfín,5,2,H
EC1,22/10/2017,El Nacional,Barcelona SC,3,3,D
EC1,22/10/2017,Deportivo Cuenca,Macará,0,1,A
EC1,22/10/2017,Emelec,Universidad Católica (Quito),2,0,H
EC1,22/10/2017,Guayaquil City FC,Clan Juvenil,0,0,D
EC1,28/10/2017,Fuerza Amarilla,Deportivo Cuenca,2,0,H
EC1,28/10/2017,Independiente del Valle,El Nacional,2,2,D
EC1,28/10/2017,Barcelona SC,Liga de Quito,2,0,H
EC1,29/10/2017,Delfín,Guayaquil City FC,2,0,H
EC1,29/10/2017,Macará,Emelec,1,0,H
EC1,29/10/2017,Universidad Católica (Quito),Clan Juvenil,2,0,H
EC1,03/11/2017,Clan Juvenil,Macará,1,0,H
EC1,04/11/2017,Deportivo Cuenca,Independiente del Valle,1,0,H
EC1,04/11/2017,Emelec,Delfín,0,0,D
EC1,04/11/2017,Universidad Católica (Quito),Fuerza Amarilla,2,0,H
EC1,04/11/2017,Guayaquil City FC,Barcelona SC,1,2,A
EC1,04/11/2017,Liga de Quito,El Nacional,0,3,A
EC1,09/11/2017,Barcelona SC,Emelec,0,0,D
EC1,11/11/2017,El Nacional,Guayaquil City FC,1,0,H
EC1,11/11/2017,Macará,Universidad Católica (Quito),2,1,H
EC1,11/11/2017,Fuerza Amarilla,Emelec,0,3,A
EC1,11/11/2017,Barcelona SC,Clan Juvenil,2,1,H
EC1,12/11/2017,Independiente del Valle,Liga de Quito,1,3,A
EC1,12/11/2017,Delfín,Deportivo Cuenca,0,0,D
EC1,16/11/2017,Emelec,Barcelona SC,3,0,H
EC1,18/11/2017,Deportivo Cuenca,El Nacional,1,2,A
EC1,18/11/2017,Clan Juvenil,Delfín,3,3,D
EC1,19/11/2017,Macará,Fuerza Amarilla,1,0,H
EC1,19/11/2017,Universidad Católica (Quito),Barcelona SC,1,2,A
EC1,19/11/2017,Guayaquil City FC,Liga de Quito,1,0,H
EC1,19/11/2017,Emelec,Independiente del Valle,2,1,H
EC1,25/11/2017,Fuerza Amarilla,Clan Juvenil,3,2,H
EC1,25/11/2017,Independiente del Valle,Guayaquil City FC,4,1,H
EC1,26/11/2017,Liga de Quito,Emelec,2,4,A
EC1,26/11/2017,Delfín,Macará,1,1,D
EC1,26/11/2017,El Nacional,Universidad Católica (Quito),3,1,H
EC1,26/11/2017,Barcelona SC,Deportivo Cuenca,3,0,H
EC1,02/12/2017,Clan Juvenil,El Nacional,2,2,D
EC1,02/12/2017,Deportivo Cuenca,Liga de Quito,1,3,A
EC1,02/12/2017,Emelec,Guayaquil City FC,2,0,H
EC1,02/12/2017,Universidad Católica (Quito),Delfín,2,0,H
EC1,03/12/2017,Fuerza Amarilla,Barcelona SC,0,2,A
EC1,03/12/2017,Macará,Independiente del Valle,0,0,D
EC1,09/12/2017,Liga de Quito,Clan Juvenil,6,3,H
EC1,09/12/2017,Barcelona SC,Macará,0,1,A
EC1,09/12/2017,Delfín,Fuerza Amarilla,3,0,H
EC1,09/12/2017,El Nacional,Emelec,3,1,H
EC1,09/12/2017,Independiente del Valle,Universidad Católica (Quito),2,0,H
EC1,09/12/2017,Guayaquil City FC,Deportivo Cuenca,0,1,A
EC1,14/12/2017,Emelec,Delfín,4,2,H
EC1,17/12/2017,Delfín,Emelec,0,2,A
